127.0.0.1,64001,00048024.walk_convert.mdr,8272
127.0.0.2,64002,00066846.walk_convert.mdr,1096
127.0.0.3,64003,20.1_L3_core.walk_convert.mdr,9816
127.0.0.4,64004,21.16_Switch.walk_convert.mdr,7372
127.0.0.5,64005,9000dump-full.mdr,9700
